reviewId,userName,content,score
gp:AOqpTOFnaM1n_GFgWfyoonsUNScmrv2OL4rcMmjnS8FNQWGu09cdB6PAc9Z-YqY1tGdYWvi9zGFIb3hIR9jAi2s,D Web,Does not work. Uninstalled and reinstalled numerous times. Used by my company. Will report to my company tech support.,1
gp:AOqpTOFsOI3a9ihRfa9Vekp1FDf2bk79YyaA-e-y9grVhVjQxcJa3L7ia-SSucHd6a9GzzKity45cE9tZXxrZSc,Madeleine McJones,"They are not accessible they scare people who use screen readers with the he word threat but no real content, they use the duplicate link ""here"" this app is like in the 90s trying to seed fear with no content. Readable. REPLY Accessibility and software for the the millions who have various disability issues is well defined and documented and federal law int he USA not to discriminate, try bringing in a person with a visual impairment to try your application or meeting basic wcag metrics - here is not a link here here here here that is all they will HEAR. Google WCAG your links need descriptive titles - if you use threat you better explain the threat so that blind and or visually impaired users can understand it.",1
gp:AOqpTOFaQRIYawS5dIFntOKG2goOBRRD44k-dlOMKgkDj3WpujnkAOYnbLj_JmSJwzUn5SGhPEj3jLLUvCyOVLY,Antonella Priscilla Caputo,nice,5
gp:AOqpTOFWHZ48uvVmQAXgMKwfpcqyA6P0K-DvfvD7pSepRlcAghP3TNMYmycz0g5oQQFMT5wn6hr4QsB_9ZGQctM,rhonda dorsey,Does not work!!!!,1
gp:AOqpTOHyJu-TAaBgIW9XbnMsDDR1co0pab9rcJv2og-uX0-NVx2l_9XQovwMSg3Veb_qgMMONG3nI-PZWB0-W7s,Prajyot Hanchanale,"First log in attempt successful, from second time it's saying Invalid Account.",1
gp:AOqpTOEbq6uKl0O2DIzLs97MR00BJnP1I46UCf2uqCtISxw0doWcN7bltT3RATC3ZkNg5d2tD9DE_BmNfFjxQDQ,Moj Buffe,"This app is so stressful. it keep crashing right after i downloaded and install it and, since this app is nedeed in my work, i really don't know what to do.",1
gp:AOqpTOEtOuez6JdQ1a0B-3rKVzjx-tPtu_uoblsEITaRb_h070jwe8hJGdHwrUufrnNYHU32mRjafNKQyczNXY4,C Johnson,The app is still crashing on all my Android devices after installing v9.4.2. 4/14 - Still not fixed with v9.4.5. Tried uninstalling/reinstalling on one device and it can't authenticate my portal id.,1
gp:AOqpTOFrHMii6fa8EhZ8sZ0bcsMLAo-DAWn10BrbHhI_U-IMKFaLD6WHlqQKAfZSj2epeBnuyhayvnnUAMg_Fcs,Shrikant Potdar,unable to find organization.,1
gp:AOqpTOHsjb4t6lZCxWey5BmmPM5UrazLVBTqXgUhVz-vVMkcQl16y1NMbKPSlNqmY_vC1dxL0XXoxMUfj-z-ZeM,Akshay aka Alchemist,Absolute piece of Junk. An email on outlook pops up faster than an emergency notification on this app.,1
gp:AOqpTOF9yQb_ft4rfQQvkeagD4bgBgG53XVyCx0nGgEuwyyv3Ra9qnMEGkvC_EVGO4hLCnQavXk2tFDJps6XlF8,Aaron Bertrand,"This app is a mess and cannot be relied on for public safety and health alerts. Since that failure happens on the very thing the app was written for, it's better to find another app. This app (April 10, 2020) fails to authenticate correctly, even to the point that a correctly-entered SMS verification is rejected. When attempting to add subscriptions for notifications, login fails as though I were signing up, and signing up fails as though I'd used the wrong password.",1
gp:AOqpTOFM6BAE1-AmPnW7urIIuAhXZliZncU4BW3_WwDU5ifyeviw5eLGS_YMqvIy14dnn54uYlvi3_1q1nZyoYI,M Ray,Nothing but crashes since early March. On three must recent version and no change.,1
gp:AOqpTOFpoHYrfbEn5pHzVC_ZCGwkyFJaxAvuD9YvSCCSQjYm8dkT3WQtbcvd_QX9CSd22jIBXr0h3i6zbC0XSwg,ashley marie,Can't even download it,1
gp:AOqpTOFf-h1AVh4imeMU1af_HQDuUxGIaMGLwnZIL_uxSO30DrDgkgnVZJhBuixby8R5KYSH_riPYDoFlNvhaV4,Linz Marie,Wont let me sign up for nixle reports with my number. I got the verification code texted to me multiple times and every time i put the 4 numbers in it says its the wrong numbers. I put it in correctly something is wrong with ur app. Very disappointed.,1
gp:AOqpTOH9O3SbRo05tc0TYWqi1o0mpRm96pAFeOQLH-eWFn6TA4Bjf6zP3XvENXRKZGoe2J0y3f8Ydb8KDCEnaSE,Victor Brodt,"Unclear app, bad layout, and information not so useful besides that they get 1.5 stars for nice logo....",2
gp:AOqpTOHV4h3V4D9PLnfi3_ynbbxiwHH2ZZXTmiuEWenLILg-A6vxlfw5iSxV75Hr8xakXBx0Rt1X5Ga6u_KAYHM,A Google user,"Horrible. Cannot find sign up, cant connect my ny eas alerts, doesnt take my ny login. Worthless app. Dont waste your time downloading.",1
gp:AOqpTOER866HQmIK1ZZyAZD83uOtKy4745LJ2L9Pg5FUTb_LYq09uqHHxEInMaz0YcYwSya01U94-i0E63wFJsU,Amy Frushour,Emailed them over a week ago about my app crashing. It has not worked in about two weeks. It tells me that the app crashed and will not open anything. Please help.- update- they were extremely patient and walked me through uninstalling and reinstalling the app and making sure everything was correct before ending the call. Thanks for all your help Bobby!,5
gp:AOqpTOEdCU4oa2Mei5uy5ZvaucBav6Tu829tMly0MNRyMNiyDGCXWlLZ0KgB7YQ2EanmtoVDrVzjTggCw2K6Lp4,andre wilson,recently updated my app and now it crashes and will not open!,3
gp:AOqpTOE8JtQc63TyyhXdYN6jJgPBKMLM62WSUfsroysnpn93BMPJ3AT9DIGXeCpH94X-lHkG33pZbyLSveEJ658,Linda Hillyer,Causing problems with other apps,3
gp:AOqpTOG2wfsBwxZLD_Xn-r9wvz1A3Wa5K_CXDtlo0vXB87Yn_7969WH4u50OsUPvASoRGSgnES53S8UQOzIXWao,Anjella Castro,Ok,1
gp:AOqpTOELC5he8WWM2aL0NP4qPQDBI7t_VOcaOmV14l910okgF_4j0Q95ERi-c7jYd4qSLXghBSBKLTa5X-1xE8Q,A Google user,"Around 2 weeks ago, the week of 3/9/2020, when I tried to open Everbridge it kept crashing. It crashed throughout the day too. I sent a feedback report once. The app was updated around 3/23/2020. It still crashes when I try to open it and at other times throughout the day.",1
gp:AOqpTOHPWTNBqT8pdlEFhb70EUFSMCHBwf7KsrpV9CuyBOXN1iqsulJzY2QqsBi1-rCwo1_ZX7PWuNo6QhXV_Tc,Amy and Jase,Kept saying verification code was incorrect. Had to uninstall because I couldn't get past that part.,1
gp:AOqpTOEzwXJXn7lWLb5ubmACgsfGQH-G-LiH3SbRuNq8UzOgQb8jnXLEtWSRIaN6R7D3p5b9OeJrS0sGhJSpSHA,Spooky Treez,Doesnt even go to my area with exact zip code .. wont open ...just a horrible app I'm surprised my kids school sent a link for this. With these many issues I'm gonna just uninstall amd find something workable,1
gp:AOqpTOF42wTHNU5DrNP3HUlsz84PywyJJx6XaYUgrmu6gOQqtoonWboyC9Btm1GjB5KGUC5HRGzbmTCSHWMGHi4,evelyn talavera,It's taking a very very long time to download.,1
gp:AOqpTOE2eVCWARdmnRYsTWnACZkYfMGsg1Y_I_RFKBZPpjD0GB0-RJQ5E7PTBkniXDf0FQFZAiUQN2X6IS5_EQs,Tim Enright,This app won't even download. Waste of time.,1
gp:AOqpTOHq_0AUG8r6VQrJDBOqLBwIW4Wo5gLn158_EuEut-qKoAd_IApm7QKRJA3BI66YQIFAsTtRaYIAjf5Vxxc,Seth,This is the absolute worst public safety app ever. I would give it a minus 1 if I could. It cant seem to find any of oir local govt agencies?? Do yourself a favor and DO NOT rely on this.,1
gp:AOqpTOGLEKQfnjRm80awqELh9u39S5CJ4sutCnwBj6FILttsi3GhoAXMUZW0Ja0KAk_peENpwXNYcFcm92yBrSw,Robert Borochoff,The latest update (3/17/20) does not work. It stops running right after it starts.,1
gp:AOqpTOE0CA3T_RO7JsaUuzed_7n-JlFbC0euTUFoyUPaz79tpbmPKrACzemPan8Y8GoTomvuF6iv7oXGtpvuGxY,Gail Harris,Updated latest version,5
gp:AOqpTOHI1U9uIAoFfi5DaUURMIzsqqgFfzv1q2X8Eb0tRuY3pSceitFPmt6W_KZSZ_zSLscy34eQsnQ5A-b7_Dc,All Things Music,"Response from the developers was fast. Immediately released an update, which was super cool. But still the same problem, app won't launch still. I'm using a zenfone 2 ZE550KL running android 5.0.2.",3
gp:AOqpTOHDDE2bHL3mDa9agy8fC4azUoqjvQUoAYDJYZTuKxBGY4D719w9kHKaI9Vsi75Iu_lL9lu2xEPK3RUah7s,Cora Liu,keep crashing after update. not the first time. byebye rubbish app.,1
gp:AOqpTOGCWkyjkBBgXi6SL2EF_UMketeLgqqflJD69M7HXEG2vjcBiDeS5nY79eM52dR6FaQ_hqYnG5CJyZj-1y4,Ben Bolivar,Crashes after application got updated. At least support is very responsive. An engineer reached out less than 24 hours after my post. App is critical during this time of crisis. I hope they get a patch out early.,3
gp:AOqpTOHBI2tOJ75dHcF2onDgoWVAmOrQcBliX4D063BGffCvSn69URbNeSfffZydW1AkklvLb6BvgQvR1fcaI5g,Jed Man,I cannot even open the app. It keeps shutting down.,1
gp:AOqpTOEDmI2ESmDBUJj59PdTBbauyJFQTDSs7469x2Z0C5bF-LoeOv2-SfswEgGMAEuesAXDFvWniCJn_ML_Pdo,Keith Klim,Had to uninstall and reinstall to get working again after latest update.,3
gp:AOqpTOHemBBByqQN5kFEBNVvlY_lsCOQteJh0JfscAbY5bQIXmmPqlcADab8clw73a07KvMbX6CNDIDGBpLkdT0,Glandel Thompson,Used to work fine now it keeps saying the app has stopped. Can't even open it now.,1
gp:AOqpTOEFo8XdieayFuKFa5t4y_GAiJJhwQUPQwtVP0HlfnfSWKHVfPOaBjS2u6wAkY5WtWSf9rr38-S0ZWFWfT8,Frank S Charlottetown,App was working great up till the recent update. Now I am not getting any fire dispatches or alerts and the app closes down every time I open it. Please get this fixed ASAP. Thanks....,5
gp:AOqpTOGCwK73aqRmONRZYKt9llDzZFrDl1C17Vwm-ceJ6_VaVQz6-Q9sQLej19Jy_IyEg01lV_pj3Zg4OZ3FfO8,Anita Swiman,Keeps crashing after last update. No messages getting through.,1
gp:AOqpTOHkmmkQNi6AtmpDP5mScb_4esJVeKvd3mOdusSAUszUGCg3Ew6_d5Kef-RcFKkPKLIAThYDdZqI68d6ib4,Rosalinda Espinosa,Good luck with your privacy,1
gp:AOqpTOE-_FgxvFTl1Y6x34EMzUi75eg8CapGEMOptHADRb1Y3T0gdBDEmE5GFrRVtYJICXUOw6q9mZSKWOypsak,Brooks F,App keeps crashing.,2
gp:AOqpTOEjGdCW7BRVfaY1vRgeCAKqKj1oCr2HysAGVqqomI3KTWiTGTFEjnyYj_MTiRoVZXCkhavJUvQdTzJ1Iys,Hanee Estrada,"Great app, it was mandated by my company due to our current situation to be downloaded and it works well.",5
gp:AOqpTOFrC7NEuVmv_seZCzhHGf2BVc-GvUADk2ap0GcqliRGp9L3_VXQ1IcicSYUz5RarkgZxmMwV9yAgFrPxsM,Cross Bounderies,error message keeps on appearing,1
gp:AOqpTOFqOJBQOT9UYx2Kk05J-15eio-W-oCC7WadPWrU84PYlm4Q37gG8kz5QT_tn5ENaiKr0G3uFdsFyNwkEho,Alastair Desouza,"After recent update, only message is ""service unavailable""",1
gp:AOqpTOG-OrW3V1ulr6S-zUb6vDJchhAqa4CBY46MCFzvE3dJ1QwxY_--zqud2Hug05aFdF2cU0VX5foHg6HATrc,G Anonymous,"Ever since the latest update applied, app won't start.",1
gp:AOqpTOHen0xGvrJUHDga7YhgF5xXTtj80lmxhsXuudM9yWRAYLjnmWH3uyoLhOWt_-WG_OziIzx_Zm3cMwV4BZ0,이제인,yuck wont work,1
gp:AOqpTOG3Vbu1ApbsPtXscQ7SS1Zz43mX_f_hkUrAZ3kmOHlBBxlUvnDIgwClFvANq0dJFLcijioSCqTZFUNi-3Q,Craig Nielson,Too complicated and set up institutions given in the online version don't work.,1
gp:AOqpTOEMzwZo3egnGD-otVFWsRibNC1fPwOGdTzcW7KVHA2FOylx3bVWQOa5fDm8xTqWA3wS_hIirEseZ95rtaU,Carol Keegan,"terrible. Asks for a code. when I put it in, it says incorrect code. tried 4 times.!!",1
gp:AOqpTOEOxNQL9ERKSZkXg38-t0yZ8lBv8w77UGb1ZhoGlTKJ-hmxg14DEpOy4QdTKjEyjZKT31TU5o1kDq8iasg,REINIER JOSHUA SALANGSANG,My internet connection speed drops from time to time after I installed this app.,1
gp:AOqpTOFL_3yrMizA1vBJ9aQ-5EkIqa2wrTTlS2IC_5MrTv4mitCXaBsoBh8pkPevJz-26muncZiClRFDXJdjVTY,Mary joy Fuellas,let me use this,5
gp:AOqpTOGxSzutbJC7pme0urZxZhlDP2c6BLKw6qSnoD15ZczxZraImcH7CRYQcwQ0IT9Gg3GT1VDH5RL63r8QP3Y,Stacey Landrum,I'll watch the news.,1
gp:AOqpTOH6WSg54yD-fU4WYnjtYxerEYcm0pfEHM7q4uFjuNu6LfgkT-KEMBGYBN-iamLJH6hPZl2lvlZs8PrKEIg,Keisha Adkins,I can't give it any Stars. its a not worth the time or anyone money,1
gp:AOqpTOFj9PtEJsEzv7M-EB9ZH9Mjy4hpk7JFeqBoqSzUhRB_tNXSXiJJReRFxIzh9do09RmXHX7DfLqnV8y5rjc,Balaji R,"Not even opening. No use of this app. Developers pls wakeup, read the user comments.",1
gp:AOqpTOFFBflkrqwcv8rpEQp_2A3lbO66gaARXwlfhy6UyS51QRgXKA4zWV4VrqNubMgdxLTSwex2KkswXVqxFrI,Barbara Kaler,Not what it says it is.,1
gp:AOqpTOG66-becPBRHBOZCsK9a4ubCGBwfd6_Kz1_BTlBCb2h6DCfTS8bUpAgHlLqJEMdLeFMkv6CUoEDySdmafQ,T Moore,"Doesn't work. I'm subscribed, but I can't see anything in the Feed or Local Organizations. Deleting APP.",1
gp:AOqpTOExgy5nnxE1GeMwrXUZ9p1EdBixt9rWqZuHD0ppQ2wPNL8xekMGCySjSbNqiYqFqFltNdnhM0XoS6dV0bk,Kristen Boroughs,Don't work at all,1
gp:AOqpTOF068jCVbjDk0-PXCcdk-iDOSKO3_KP9mbWUJY5znhkz8ZCZbZbBvlmGreteCYhnIBDnNWQosEhKTjQifQ,Adrian Melendez Figueroa,Kept crashing!,1
gp:AOqpTOHhG_7Bzd5ukwVs6DojIyWwArIP-cd99sVmIVVCypbiQMJZ8pXMJH-fdR5voOy4QKrlh9O4T8dLg5mf3Ic,David Gentry,"App can't find my zip, town or county.... After being linked by the local Sheriff. Really?!",1
gp:AOqpTOFxBu3gwmN73Q4v2bKcvriR-awb45Kt6p4d5dzw0t39v1tnyfs1TsKxooxXkb3JtDrtDkNxvRSovKfAZeI,Reva Ward,Would not identify location. Stopped constantly,1
gp:AOqpTOFd-HrvmHcs-jMfblbT_q3p5ksW8_T_54xyTsRKJe9n0XY65zJCGKEJtiStr1ohDVydqwhww7YwIoACS5s,Eva Rogers,Can't locate any local org. With such low ratings and comments I can't afford to dedicate my phone's memory to an app waiting for improvement. I will check back periodicly to see if things change. I like the concept.,2
gp:AOqpTOHLnAyJ_yHm1dVVS6r93SZYT8U2gAlWPimt7xg4cDN0wePurl9vnAoMtoD6FKJWAoLuaxiEeh7mvOJkFOM,Madeline Ramos,"Homeland Security for Cook County, IL - I am connected!",5
gp:AOqpTOHgJjosbYt2DG63RyiIYXFnpTmj1S-fc-8ZNYhT-S51sxH5TfVbM6EbEBEXkZqTh6hAw6y9qK8XvkYeM_k,Frank Romary,"Needs work. Not user friendly and very slow. Come on people, this is a useful service. Fix your app please.",3
gp:AOqpTOFrFOq1IZ0YnC8-M2Y5tDq1JpHfea7xxvwM_D5iSlOIophtxf1CG5ApTduYT18b26CpDyu2AKEKE1w28GA,John Bacchus,"I'm having trouble finding the organization that's registered with it. I registered with the public entity, and downloaded the app. Neither the public safety agency organization or my physical location will produce a search result.",1
gp:AOqpTOFvYDaOi6VFgKVAMovPFSpvM-kHoxA1t-P6a5AeXC1hE8prcNqn3EmF_vDRQIE-RDOVyJyQInpyBoLYyrw,D Jensen,It is not downloading on my tablet...,3
gp:AOqpTOFl1C15pVhRjUbudzbmtV7gBXTZv3IaU1izaR47trv_QJzsOPH_rUxpo724eGN7ucMnnMPtW0syZLj6uRw,Melissa Whiteland,Settings dont work. Just sends notices however it wants. Removed phone number and still get calls. Uninstalled. Update: deleted profile and still getting calls. Useless interface.,1
gp:AOqpTOHe03XP8PovN5Xf-_TlPBEpoI1KV0rl8LJbmygy1LXklcSzlFE1Lj9hdnJwxZmjDFnVYUDdpgloRdeDa-c,Jamie Clanin,"We don't exist? Just signed up for alerts through the county I live in, but nothing at all shows up in the app no matter how I search. Useless.",1
gp:AOqpTOHtnLHWH-8RRam-DZV5Ar0943jK0858PXf18zJEwQHk7ef1fyudhudcrrzHE76Ni94sLhM5BqYGnZzZhpE,Harrigan Kim,Keep me on track,5
gp:AOqpTOFU9gI5HTrRR0_f4zbBeOKc-tXxOk9n4ggmd4f8WfZ8znyqqfJwf8Qio8Ih0f3yrJLFm0Qj4cIaWosY7Rs,Byron Mann,This app does NOT work.,1
gp:AOqpTOF5wOQnB01tB-n2G-8uEFmxNzbpFeHFes5eN1lWR_Q1D_YCGJD9Rr89VZp6nqQdKvZKwKpCE5SCF5Lx30k,Anthony Virgona,"Can't even get the app to open , always says ""app stopped"". Waste of time",1
gp:AOqpTOHmclkEh02zK4VqZxh7weYodupO0tO8CPfD0jyBqu0SsEhgHK1WJgDx--n2721h9KdYdDKbjVWQ5WTZcnc,Kathleen Wolfe,I cannot complete application and dangerous weather is approaching. Most disappointed!,1
gp:AOqpTOE9ZzttvjQ9A-HLL4HrlMVB6TIlCsln6R2JatgqnD7YBV6-uWQEmYnlsPZU-CScIJJO02rl0zH9rAVLwLA,Matt LaMunion,I am not sure why there are so many 1 star reviews saying they cant login. I was able to login just fine to my city's organization on the mobile app.,5
gp:AOqpTOFuuP5Yx2lgb27F2QYt_XQ2u0IStlGidKJJo1rp7qSCr85J9kHdJ86kulcX4XHr39eJOg5wk7Al2HtZwG0,Ray Holm,Upgraded to a new phone and now this app will not allow me to pick my town for alerts. Even says I am still logged into the app when I login via their website.,1
gp:AOqpTOFB0PsrDWKqTs5mSteDFcEgBNIvTfZ1N90hlCsnKHEdSiYLzvDL2pjqDHdKswI_b8JDmTx63JSh_ZUCsEs,Mike Mollet,"The app updated with new security features. No warning, no backwards compatibility.. now I can't get fire pages or other emergency alerts because they say my phone is too old.. (anything before Android 5 is too old.) HORRIBLE.. used to like it, now it's useless. Thank GOODNESS for trusty vhf quick call pager! 12/30/19: got a new phone 2 years ago, app worked again. Since last release in November of this year, it has stopped working again! Really?!? Come on guys, this is unacceptable!",1
gp:AOqpTOHPYRKFD0aHxARWNfHoDvTKups47P4Gaa9YLtWIVN_7d3XLRO2rl9BuWjp_Vj7H7NUWGv5UO9vk6NjQNkk,Ms Linstrot,"Yuck can't login with my website login credentials or find anything on the map. Plus my city, Lawndale CA is not listed even though every city in 360 degrees is listed.",1
gp:AOqpTOGZW96ufNtyHgO01kB67uQ3TC-guqLxC1cQuD1WlZiE4XQb6CaR0j5mrRBtuMV0SXyq2WarodXB2A5rquA,Travous Quibell,"Wont run on Galaxy S9, crashes immediately at launch.",1
gp:AOqpTOGP823NODlns9YbFipmba0zhzXR-p1zK26MTnpO_4NVt7qYr1aAuXs-96MubszYGMIBxNg_-m3AxsQQrw4,Diane Sweat,Not easy,3
gp:AOqpTOHwwSbLl3NW22MUeNBfhY92Ky-sLcDKmlEcG7ymKU9c880MEjDkf5jAcWAffUcYA1hNj0gJSwasVHIR8b4,L S,Constantly get messages that the app has stopped working. Nor reliable at all.,1
gp:AOqpTOGUNFIWeATA8t04yLL6P_h2nQJqXYOQbiEBZJLkiBmJhb9gn3U-96uUMtZvaP3Ts85PKMM-8m8zFh-TdJ0,heidi burkhardt,Won't accept code!!,1
gp:AOqpTOH9WsYskV12iCnj6Q-hceJxYLNTek0ViTF311VkDtphglQjyJO5Gwee8a0tC3FDbMLh9suhqp66VyjVYlE,Jerry Gill,Crashes frequently on Android 10 stock.,2
gp:AOqpTOG3Z7LoNVJ2rK086VD7XJa8Yykt_nts-ouAsT4CP9rrfu4SRA0jcAhgQubsNNIwpEfP8Lrl24RtpmxYIdI,Kendall Hall,"It's BS, i wanted to sign up for it Had to try it 4 times each time my code came up invalid,",1
gp:AOqpTOHE0FQPOGlWUibYUaWbMX5Sc3h3bTKa82YqL0VEFOAT9XEApJ_Cp5IyzKHWCVX_zOcrc-d1Nmp00JZbt3Q,Keith Jeffers,App will not open,1
gp:AOqpTOFy4wf1TQAd_f_4qzL51U2CHyO_mtmGvf9pUWc4BBkNzksdX79u250lN9LVGyBYApkiYku9qCPuzY2SJcQ,Phyllis Sherer,"I installed it, did the search for areas around me, nothing ever came up so I uninstalled it.",1
gp:AOqpTOG7D9XX06ZBP2tnB4iUaDlYx4xQQBTjF4PQ5eCR-nqYr7iIpiKtXUWHu81QUGBRCHl6C0jHGq_w2iEkaC0,Nakia Williams,"Unable to link my Nixle account by phone number, getting invalid verification code when i onput the code that was sent. No need for this app if I cant get the text messages.",1
gp:AOqpTOE2KP2NCsNZbzZhRM7nxhnqTLuNqRt512wO1adnQABDI_SPNWRq4qBg7-2QfZZgz88nmkrkXjEnSTp_eg4,Mike Alexander,Doesn't find the organization that's registered with it. The website for the organization has an Everbridge account creation portal and links to this app. But the same organization isn't fine when searching in the app.,1
gp:AOqpTOGgKf5z7HtSDV3k9H6VvxCBH7xj3fTM6LYbCWpvRBWhGQDl6ovRF2ZpHN_1Y2nqINAleUc5feSxeR6sPrc,Doug Longer,"Will not find any address, location or organization.",1
gp:AOqpTOHJj9HkcYlJfM-qlgiwqhKgYfdRaw_I-ZebD0cbV4YT3r147OguXDy3xO4fnfZD16t5mE606FC4flkZHzc,Steve Lenaghan,Train operators to prevent frivolous alerts. Nov 22 854pm Yorkton rcmp sent alert for found cat. Right there with stupid 911 calls. Also verification is annoying.,4
gp:AOqpTOGNY-41qFANluwuFTEnRyeeFUpWqg1Nf4wFycNp2IT-5uIMwcszkebxqMw8dlCLypNvhiBeaIkU9x2ecGA,Glenda Travis,It keeps showing not able to use.,1
gp:AOqpTOHxtBJBAnnqqMq-9XSUKQptwi3MJDXpdiARytI_RGUySXwMLqSIhcZ7rePoeOSQMu0tNR_7QKpvjApFeL0,mark wood,Not good.mmmm,1
gp:AOqpTOFvHz6otvCs-bq_lwzJqdUC_aXEIDlHteH4yE4NEVma1_XRbKVeFmQXBLvLC_9nug4ACvGg2qI0YGW5tUQ,Nirmal Todi,Crashes a lot. Worst app.,1
gp:AOqpTOF3RNeBBAZeoWD3j89k2tJW-INP0hsGAOWwj9EbfoEkbWvn19BbJQmLxkDW2tpOGAJupX-RQBRv3YeE7RE,Motorcyclemonkeyd Banana,The app crashes constantly.,2
gp:AOqpTOFXAIcaHoBp1Q0ntiMz4uypalqjqls2HA-io1ob5IyRrTWkmaR_lBez1GE8VKnC5DhXsuQQtdfCtrdCoVg,Deepa Pattabiraman,"I have not started to use the app yet. but after installation itself its not working , its getting crashed after i opened the app. i raised a case with support 2 weeks back , i not even get a single response yet. worst experience in starting itself",1
gp:AOqpTOEvvMD_1dozsFZFZfbI1Q56RxPZXCdLQOu_K5zeRbvSIRQ7pW3wMMuhn60TFlO1YMneisSL0CTxUHwTcJ0,Jim Baratta,"Latest Update is an epic failure, crashes often",1
gp:AOqpTOEK8M_sNfub0pSYLfpuVItH2LBYZ0AelFw3ef1RFLWLEkTfgW4kUU4HCbflGcUKWgRRjzXluQySaGpFR94,Bob Wass,horrendous. don't install. stopped my text notifications. had to Uninstaller and resign up for nixle.,1
gp:AOqpTOH4glCB6C3FzBDiis5fEIJ3vHYYbYKLD4_Cih8ByhkLgpqwjFkL0XSWffJJGGuL2Re8ClcKUswmygqrac0,Tara Murray,"Doesn't pull up school, zip, township",1
gp:AOqpTOGnrbdYjjN__69k7VgMo1ASdxVBFfklxfaSq-XIYkCWKIBz-oc7F6VyaV2WRqdn6hLqyxCNXhk_YsiHAWI,luke fleming,i saw five stars and i aimed for the one in the middle.,5
gp:AOqpTOHyLlPRkt283jhE6pb_saMVtZuq9EkbqynSApb9eeYEH8AzTqSu7ValWCOeFDaaH_3H7-mx4fIT8eoQTdI,Dawn Higley,"When asked for a zip code, no information was available. I was directed to this site by my city!",1
gp:AOqpTOGj-q6hQULBMcYtzE4a_mub0HXdadVI_Ap8bQwKjUtD8mpJpwV_PQ5v0vlso8r5RCe1qPyG6vVGGB6A3W4,Donnie Cameron,Hope this app. Does it job.,5
gp:AOqpTOG6o1gQXkxzCjtoWkc5fH4KhjA17482uwyAZV1yDf8oKfCGkrOqvaL5d09v4oYZU9qaku6BoGfWjzZfTyU,Donna Davis,we were notified quickly and efficiently,5
gp:AOqpTOFts4XplwTqZElut-83YOmHq7yTg0HZF4v3Da2lvYTChHCzQGC4k6LpeDIZgc7Nj_fkKu17_cy8jw_1ctA,Tim Hutchinson,Just getting started.,4
gp:AOqpTOEYikP7tQ6hTQTmU6hTUyJhTfY5NcbNWCDPjEwre1Smw0a4BWIXurmLzWvYrKR1aHQ3oWc-xLvSONRTg1k,James Caldwell,Keeps closing for no reason.,1
gp:AOqpTOEYiQw5xdZxDDa641CiYNu426yag7bnrg3E6loMNYP5Jann4-CDZdWcd8xEI6QBQGahsCDRGaiCqpJ96YU,Nate Estep,App doesn't open. Back to receiving alerts by text.,1
gp:AOqpTOFHsfi2xKhFHoSpkWh1ulqTvq1yF9T8o3VxrtwDguWMWBfjI5w2qJoGsOA6eJe-7k8bECj0MIEGmCuHwVs,Sharon Hale,Would not authorize the access code that was sent to me.,1
gp:AOqpTOG6yQZQfp9f-fwcZGlsX52JRUsMjD2T9FFmeVo0s5qRmPJIJ_x_4lIMTi9FL6-_ES63FZpej92bvDUfTk4,Jane Lasswell Hoff,Slow. Can't contact support by clicking on the site's OWN link at bottom of page. Can't sign in.,2
gp:AOqpTOGhldwLUkuWT33WEBqKZ7Zhr1GrbjXEWl-Zom4UUUy2lZLiCbtHMjz3EXoDsp8BY8EBiWCFOQR458GKjWY,Candice Frost,Used to work great received notices with no issues......did an update and now it crashes...app won't even open.,1
gp:AOqpTOGDLNF7IQMa70mgPKKXpJy2Gztq7zy84o3b9lZ-f2z9kaFmlIhqVUK57zpoGDntfpY_g0mehw9ijoZiKtY,Andrea Berry,App isnt functioning.... tried downloading and still nothing,1
gp:AOqpTOEep9zw0AW10AjhN-fPcw-CleBmq6D-duZGOmABQIrQIWBN9g2vMwWEZHK2xgn0xYnriwJycnYn008BwwI,Ryan Chinnis,"Sometimes it works, most of the time I receive a text message alert before I get this one. Even though the text message is supposed to come after the Everbridge alert. Sometimes it's hours after I should have been alerted. I just installed the latest update and now I cannot even open the app. My company uses this app to page out techs on call so it is very important to me this works. I've informed my company that currently the app has no value to me since it is not working.",2
gp:AOqpTOEh-xfePeiPw7dnYxPFKvpyzOUxAdTtRYFOzwaRyUgkOr8DHas4jWDF6LTSc8xtyRytNlTpjyrnvtbZyfE,Annette DeHate,I can't login or register to be able to login. It's a completely and totally worthless app. If someone can and would help keep I'd surely appreciate it.,1
gp:AOqpTOHFAJDd5HfOLIF7ZlM9-d8hamC9rvbkbO0sh6IeToLxfg0pu5bDo-_Y7ck0uuIIcXrWeRW90Ve_1vPcVEI,Sandra Harrison,App won't open,1
gp:AOqpTOEREN4BwUoLAKExWtH2d675AUalLFJtoQX_n02rSTLRjWpIv4SbvAswecc_CLJuTrjnfnBhhzRpL0SeaLI,Oliver Dalton,"Works ok, but could be so much better. Slow to load messages. Limited filter / search. Not able to scroll quickly to older messages (ie there is no scroll bar), so must scroll past each message. No easy way to delete messages in bulk (my account has many old messages which I wish to delete). Edit: There is now a batch delete facility (thanks!), but I have many hundreds of old messages. To delete them will take hours. I'd love it if you could delete all before DD MMM YYYY, or similar.",2
